time,open,high,low,close,tick_volume,spread,real_volume
1780318800,5068.5,5076.5,5065.0,5074.0,16225,1,68828
1780319700,5073.5,5076.0,5071.0,5071.5,8569,1,33612
1780320600,5071.5,5073.5,5070.0,5072.5,6996,1,25729
1780321500,5072.5,5072.5,5062.0,5063.0,13694,1,51047
1780322400,5062.5,5068.5,5062.0,5067.5,8186,1,43783
1780323300,5067.0,5068.5,5061.0,5061.0,8075,1,32508
1780324200,5061.5,5065.0,5050.5,5053.5,23659,1,105053
1780325100,5053.5,5056.0,5051.5,5055.5,12400,1,50801
1780326000,5056.0,5058.5,5051.5,5054.0,10663,1,75462
1780326900,5053.5,5055.5,5051.5,5054.0,7597,1,42603
1780327800,5054.0,5057.0,5050.5,5053.5,11298,1,61579
1780328700,5053.5,5054.0,5048.5,5051.5,10317,1,54527
1780329600,5051.5,5053.0,5049.0,5051.0,6519,1,28997
1780330500,5051.0,5051.0,5047.0,5049.0,6555,1,32128
1780331400,5048.5,5051.0,5048.0,5050.5,5442,1,25816
1780332300,5050.5,5058.0,5050.0,5057.5,11716,1,59934
1780333200,5057.0,5059.5,5055.0,5059.0,6450,1,36347
1780334100,5059.5,5060.0,5055.5,5059.0,4456,1,23295
1780335000,5059.0,5061.0,5057.0,5060.5,4303,1,22343
1780335900,5060.5,5063.5,5059.0,5062.0,3562,1,17122
1780336800,5062.5,5062.5,5060.0,5061.0,1578,1,5995
1780337700,5061.5,5064.0,5060.5,5061.5,2759,1,10115
1780390800,5049.5,5056.0,5037.5,5039.0,38472,1,141822
1780391700,5039.0,5043.5,5036.5,5038.5,20984,1,73742
1780392600,5038.5,5042.0,5034.0,5040.5,24219,1,87509
1780393500,5040.0,5047.0,5038.5,5046.0,18394,1,59474
1780394400,5046.0,5052.5,5046.0,5048.5,32512,1,121488
1780395300,5048.5,5055.0,5048.0,5054.5,17907,1,77397
1780396200,5054.5,5056.5,5046.5,5049.5,26909,1,99191
1780397100,5049.5,5051.0,5045.0,5050.5,17839,1,74341
1780398000,5050.5,5056.0,5048.5,5051.0,25000,1,138222
1780398900,5051.0,5053.5,5045.0,5046.5,23278,1,107661
1780399800,5046.5,5048.5,5037.0,5040.5,23471,1,87430
1780400700,5041.0,5048.5,5039.5,5046.0,17750,1,73430
1780401600,5046.0,5052.0,5046.0,5052.0,13787,1,76168
1780402500,5051.5,5052.0,5047.0,5049.0,8670,1,38003
1780403400,5049.0,5052.5,5047.5,5049.0,8324,1,38622
1780404300,5049.0,5049.5,5045.5,5047.0,6951,1,41544
1780405200,5047.5,5050.0,5046.5,5048.5,8895,1,58104
1780406100,5048.5,5054.0,5048.0,5053.0,8021,1,33348
1780407000,5053.5,5053.5,5048.0,5050.5,8579,1,35130
1780407900,5050.5,5052.0,5049.0,5051.5,4338,1,18219
1780408800,5051.0,5053.5,5049.5,5052.0,6091,1,27830
1780409700,5052.0,5057.0,5051.0,5055.5,9383,1,37713
1780410600,5055.5,5056.0,5052.5,5055.0,7228,1,30314
1780411500,5054.5,5056.0,5053.0,5054.0,4562,1,21020
1780412400,5053.5,5055.5,5052.5,5053.5,5263,1,27209
1780413300,5053.5,5055.5,5050.0,5050.0,6602,1,28178
1780414200,5050.0,5050.5,5045.0,5046.0,10115,1,45458
1780415100,5045.5,5047.0,5043.5,5046.5,7471,1,37914
1780416000,5046.5,5048.5,5045.5,5047.5,5818,1,27662
1780416900,5047.5,5047.5,5045.5,5047.0,3328,1,14884
1780417800,5047.0,5047.5,5046.0,5047.0,2805,1,13597
1780418700,5047.0,5047.5,5043.0,5043.5,6783,1,30918
1780419600,5044.0,5044.5,5036.5,5037.0,10063,1,53123
1780420500,5037.0,5038.5,5035.0,5037.5,5698,1,31325
1780421400,5037.0,5038.5,5036.5,5038.5,2558,1,12464
1780422300,5038.5,5040.5,5037.5,5039.5,2988,1,14496
1780423200,5040.0,5041.0,5039.5,5040.0,1548,1,6924
1780424100,5040.5,5042.0,5039.0,5041.0,2140,1,10043
1780477200,5047.0,5054.5,5044.5,5049.0,33625,1,110713
1780478100,5049.0,5055.5,5047.0,5055.5,23129,1,81926
1780479000,5055.5,5075.0,5054.5,5066.0,48485,1,209762
1780479900,5066.0,5071.0,5063.0,5066.5,22728,1,87846
1780480800,5066.5,5074.5,5063.0,5074.0,21182,1,96513
1780481700,5074.0,5082.0,5072.0,5081.5,28044,1,115669
1780482600,5081.0,5085.0,5078.5,5084.5,26835,1,118367
1780483500,5084.0,5086.5,5079.0,5083.0,23908,1,111949
1780484400,5083.5,5085.0,5078.0,5079.0,18804,1,84022
1780485300,5079.5,5081.0,5072.5,5073.5,24257,1,95607
1780486200,5073.5,5078.0,5072.5,5074.5,12951,1,52198
1780487100,5074.5,5079.0,5071.0,5073.5,17523,1,76791
1780488000,5073.5,5077.0,5069.0,5075.0,15417,1,81287
1780488900,5075.0,5079.5,5072.5,5077.5,11379,1,45129
1780489800,5078.0,5083.0,5077.5,5083.0,10191,1,37639
1780490700,5083.0,5083.0,5079.5,5079.5,7321,1,30450
1780491600,5080.0,5089.0,5079.5,5086.5,15996,1,76052
1780492500,5087.0,5093.0,5086.0,5090.5,14311,1,68099
1780493400,5090.5,5108.0,5090.5,5103.0,27523,1,138494
1780494300,5103.0,5109.5,5102.5,5103.5,19044,1,79287
1780495200,5104.0,5105.5,5100.0,5104.5,13395,1,62807
1780496100,5105.0,5107.0,5101.0,5102.5,9342,1,42480
1780497000,5102.5,5106.0,5100.0,5105.0,7542,1,34942
1780497900,5105.0,5114.0,5104.5,5109.5,15086,1,66681
1780498800,5109.5,5114.0,5108.5,5110.5,13722,1,73812
1780499700,5111.0,5112.5,5108.0,5109.5,9042,1,43937
1780500600,5109.5,5124.0,5108.5,5115.0,26264,1,126283
1780501500,5115.5,5116.0,5107.0,5109.0,20170,1,96547
1780502400,5109.0,5111.0,5106.0,5107.0,10112,1,47378
1780503300,5107.0,5110.0,5104.0,5109.0,10696,1,46604
1780504200,5109.0,5109.0,5105.5,5107.0,5703,1,25215
1780505100,5106.5,5107.0,5099.0,5100.0,11607,1,59273
1780506000,5099.5,5101.0,5096.5,5098.5,8283,1,48722
1780506900,5098.0,5099.5,5094.5,5097.0,6401,1,38643
1780507800,5096.5,5097.0,5093.5,5095.0,4147,1,24642
1780508700,5094.5,5100.0,5093.0,5099.0,5189,1,27352
1780509600,5099.0,5104.5,5098.5,5103.5,4009,1,13831
1780510500,5103.5,5105.5,5091.0,5093.0,4318,1,21529
1780650000,5089.0,5095.5,5085.0,5093.5,26322,1,99938
1780650900,5093.0,5096.5,5088.0,5095.0,18139,1,72165
1780651800,5095.0,5112.5,5095.0,5102.5,46574,1,162983
1780652700,5103.0,5131.0,5100.0,5129.5,43532,1,174523
1780653600,5129.5,5143.0,5126.5,5141.0,59732,1,236006
1780654500,5141.0,5150.5,5135.5,5148.5,32900,1,122167
1780655400,5149.0,5153.5,5142.0,5148.0,35120,1,126725
1780656300,5148.5,5153.5,5142.0,5153.5,31239,1,105879
1780657200,5153.5,5158.5,5149.0,5154.0,39219,1,162689
1780658100,5154.5,5160.5,5150.0,5151.5,24336,1,93561
1780659000,5151.5,5157.0,5144.5,5155.0,24234,1,95548
1780659900,5155.5,5155.5,5149.5,5152.5,18555,1,69223
1780660800,5152.5,5163.5,5152.0,5163.5,22731,1,100594
1780661700,5163.0,5167.0,5157.5,5166.5,20056,1,79324
1780662600,5167.0,5169.0,5161.5,5167.5,19527,1,81890
1780663500,5168.0,5179.5,5167.0,5176.0,27043,1,124952
1780664400,5176.0,5185.0,5173.0,5184.5,28873,1,142245
1780665300,5184.5,5186.0,5179.5,5181.0,18447,1,83861
1780666200,5181.0,5182.0,5177.5,5178.5,14672,1,77342
1780667100,5178.5,5179.0,5170.5,5171.5,17671,1,73552
1780668000,5171.5,5175.5,5170.0,5173.0,13546,1,52803
1780668900,5173.5,5173.5,5167.5,5169.0,14488,1,49238
1780669800,5169.0,5173.0,5165.0,5172.0,16405,1,62877
1780670700,5172.5,5176.5,5171.0,5173.5,13030,1,52611
1780671600,5173.0,5178.0,5172.0,5177.5,11995,1,41380
1780672500,5177.0,5179.5,5174.0,5176.0,13554,1,47857
1780673400,5176.5,5179.5,5175.0,5178.0,11038,1,37943
1780674300,5178.0,5184.5,5175.0,5183.5,23801,1,85424
1780675200,5184.0,5187.0,5183.0,5185.0,17255,1,74368
1780676100,5185.0,5187.0,5182.0,5183.5,11104,1,45975
1780677000,5183.0,5187.5,5183.0,5184.5,13541,1,53722
1780677900,5184.5,5187.0,5182.5,5186.5,9828,1,48759
1780678800,5186.5,5196.0,5186.5,5195.5,15785,1,68934
1780679700,5195.5,5197.0,5192.0,5195.0,7436,1,36899
1780680600,5195.0,5201.0,5193.5,5198.0,10175,1,49764
1780681500,5197.5,5208.0,5196.0,5199.5,11804,1,43111
1780682400,5199.5,5207.0,5198.0,5202.0,3519,1,11417
1780683300,5202.0,5205.0,5198.5,5203.5,4410,1,15471
1780909200,5180.0,5185.0,5169.0,5176.0,49043,1,167728
1780910100,5175.5,5185.5,5162.0,5165.0,48374,1,176418
1780911000,5164.5,5181.0,5162.5,5179.5,45361,1,155482
1780911900,5179.0,5196.0,5177.0,5179.0,51719,1,193013
1780912800,5179.5,5188.0,5175.5,5186.5,39747,1,151515
1780913700,5186.5,5197.0,5186.0,5188.0,38922,1,141075
1780914600,5188.5,5198.0,5183.0,5197.5,37663,1,119843
1780915500,5197.5,5205.0,5194.0,5204.5,42083,1,161967
1780916400,5204.5,5218.5,5199.5,5217.5,39959,1,153576
1780917300,5217.0,5225.0,5214.5,5215.5,40493,1,162717
1780918200,5215.0,5217.5,5208.5,5209.0,29930,1,115529
1780919100,5209.0,5211.5,5203.0,5204.0,27762,1,106473
1780920000,5204.0,5208.5,5200.0,5208.0,22150,1,82906
1780920900,5208.0,5212.0,5195.5,5205.0,26706,1,89366
1780921800,5205.5,5215.5,5204.0,5206.0,20777,1,67340
1780922700,5206.0,5208.0,5197.5,5199.0,18146,1,82721
1780923600,5198.5,5202.5,5193.0,5201.0,17931,1,72985
1780924500,5200.5,5200.5,5191.0,5199.0,17717,1,63324
1780925400,5199.5,5205.0,5196.5,5200.0,14181,1,47587
1780926300,5200.0,5206.0,5200.0,5205.5,10761,1,38865
1780927200,5206.0,5216.5,5205.0,5214.5,16124,1,61816
1780928100,5214.0,5219.5,5212.5,5216.0,16047,1,58975
1780929000,5216.5,5222.0,5215.0,5221.5,13547,1,50596
1780929900,5221.5,5221.5,5216.0,5218.0,10357,1,45561
1780930800,5218.0,5218.0,5207.0,5208.5,17119,1,68024
1780931700,5208.0,5211.5,5204.0,5204.0,14820,1,64022
1780932600,5204.0,5209.5,5201.5,5208.5,12432,1,43923
1780933500,5208.5,5214.0,5208.0,5212.5,14123,1,61914
1780934400,5212.0,5214.0,5207.5,5213.0,12167,1,55057
1780935300,5213.0,5214.0,5209.0,5209.0,8557,1,32806
1780936200,5209.0,5210.0,5206.0,5209.0,8757,1,38365
1780937100,5209.5,5212.0,5208.0,5209.5,7033,1,28449
1780938000,5209.5,5212.5,5209.0,5212.0,4317,1,18319
1780938900,5211.5,5212.5,5207.5,5208.0,4124,1,19437
1780939800,5207.5,5218.5,5207.5,5217.0,7362,1,33801
1780940700,5216.5,5228.0,5216.0,5223.0,9879,1,39845
